title,price
"At The Existentialist Café: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",£29.93
My Name Is Lucy Barton,£41.56
Forever Rockers (The Rocker #12),£28.80
The Bourne Identity (Jason Bourne #1),£42.78
Steve Jobs,£39.50
Still Life with Bread Crumbs,£26.41
"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",£28.45
Life,£31.58
Miller's Valley,£58.54
Smarter Faster Better: The Secrets of Being Productive in Life and Business,£38.89
Why Not Me?,£17.76
"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",£35.43
The Shack,£28.03
When Breath Becomes Air,£39.36
The High Mountains of Portugal,£51.15
11/22/63,£48.48
Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,£35.92
"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",£38.39
"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",£25.48
"Zero to One: Notes on Startups, or How to Build the Future",£34.06
Robin War,£47.82
Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),£11.89
Hystopia: A Novel,£21.96
I Am Pilgrim (Pilgrim #1),£10.60
My Mrs. Brown,£24.48
Mr. Mercedes (Bill Hodges Trilogy #1),£28.90
Catherine the Great: Portrait of a Woman,£58.55
Eligible (The Austen Project #4),£27.09
The Hiding Place,£55.91
Daredevils,£16.34
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,£42.91
America's War for the Greater Middle East: A Military History,£51.22
The Guns of August,£14.54
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",£43.70
A Mother's Reckoning: Living in the Aftermath of Tragedy,£19.53
Lies and Other Acts of Love,£45.14
Mothering Sunday,£13.34
Rework,£44.88
"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",£24.57
Meditations,£25.89
"The Sleep Revolution: Transforming Your Life, One Night at a Time",£11.68
"Mother, Can You Not?",£16.89
The Silent Sister (Riley MacPherson #1),£46.29
The Dinner Party,£56.54
The Improbability of Love,£59.45
Furiously Happy: A Funny Book About Horrible Things,£41.46
Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,£21.21
Louisa: The Extraordinary Life of Mrs. Adams,£16.85
Algorithms to Live By: The Computer Science of Human Decisions,£30.81
Beyond Good and Evil,£43.38
"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",£21.15
Luckiest Girl Alive,£49.83
A Short History of Nearly Everything,£52.40
Brilliant Beacons: A History of the American Lighthouse,£11.45
Lowriders to the Center of the Earth (Lowriders in Space #2),£51.51
"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",£44.48
"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",£46.91
1491: New Revelations of the Americas Before Columbus,£21.80
The Power of Now: A Guide to Spiritual Enlightenment,£43.54
A Distant Mirror: The Calamitous 14th Century,£14.58
A Man Called Ove,£39.72
The Omnivore's Dilemma: A Natural History of Four Meals,£38.21
The Rise and Fall of the Third Reich: A History of Nazi Germany,£39.67
Lady Midnight (The Dark Artifices #1),£16.28
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,£39.55
Balloon Animals,£17.03
"Hush, Hush (Hush, Hush #1)",£47.02
Dear Mr. Knightley,£11.21
The Course of Love,£16.78
Eight Hundred Grapes,£14.39
Crazy Rich Asians (Crazy Rich Asians #1),£49.13
Bounty (Colorado Mountain #7),£37.26
Inferno (Robert Langdon #4),£41.00
Big Little Lies,£22.11
Cometh the Hour (The Clifton Chronicles #6),£25.01
The Lonely City: Adventures in the Art of Being Alone,£33.26
The Artist's Way: A Spiritual Path to Higher Creativity,£38.49
The Genius of Birds,£17.24
The Diary of a Young Girl,£59.90
Charity's Cross (Charles Towne Belles #4),£41.24
Jurassic Park (Jurassic Park #1),£44.97
Deep Under (Walker Security #1),£47.09
Fighting Fate (Fighting #6),£39.24
Imperfect Harmony,£34.74
Lila (Gilead #3),£12.47
The Art of Fielding,£22.10
Listen to Me (Fusion #1),£58.99
The Da Vinci Code (Robert Langdon #2),£22.96
Greek Mythic History,£10.23
The Infinities,£27.41
Every Last Word,£46.47
El Deafo,£57.62
"Rhythm, Chord & Malykhin",£28.34
The Husband's Secret,£52.51
My Perfect Mistake (Over the Top #1),£38.92
The Nightingale,£26.26
This One Moment (Pushing Limits #1),£48.71
Where Lightning Strikes (Bleeding Stars #3),£39.77
Daily Fantasy Sports,£36.58
Three-Martini Lunch,£23.21
Atlas Shrugged,£26.58
Best of My Love (Fool's Gold #20),£27.41
Digital Fortress,£58.00
Reservations for Two,£11.10
Last One Home (New Beginnings #1),£59.98
Siddhartha,£34.22
The Obsession,£45.43
The Purest Hook (Second Circle Tattoos #3),£12.25
The Expatriates,£44.58
A Walk to Remember,£56.43
Roller Girl,£14.10
The Firm,£45.56
The Little Paris Bookshop,£24.73
"Fruits Basket, Vol. 2 (Fruits Basket #2)",£11.64
"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",£10.90
"Fruits Basket, Vol. 9 (Fruits Basket #9)",£33.95
Deception Point,£40.32
"Saga, Volume 2 (Saga (Collected Editions) #2)",£11.75
Clockwork Angel (The Infernal Devices #1),£44.14
Art Ops Vol. 1,£48.80
City of Fallen Angels (The Mortal Instruments #4),£11.23
Batman: Europa,£32.01
City of Bones (The Mortal Instruments #1),£43.28
City of Ashes (The Mortal Instruments #2),£47.27
"Carry On, Warrior: Thoughts on Life Unarmed",£31.85
"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",£54.81
Carrie,£46.23
Angels & Demons (Robert Langdon #1),£51.48
"Fruits Basket, Vol. 3 (Fruits Basket #3)",£45.17
"Grayson, Vol 3: Nemesis (Grayson #3)",£42.72
Awkward,£38.02
"Black Butler, Vol. 1 (Black Butler #1)",£49.31
Original Fake,£31.45
Persepolis: The Story of a Childhood (Persepolis #1-2),£39.13
"The Three Searches, Meaning, and the Story",£13.33
"Saga, Volume 3 (Saga (Collected Editions) #3)",£21.57
"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",£55.55
"Fruits Basket, Vol. 4 (Fruits Basket #4)",£50.44
"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",£14.41
Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),£43.63
"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",£27.88
"Fruits Basket, Vol. 5 (Fruits Basket #5)",£16.33
"Death Note, Vol. 5: Whiteout (Death Note #5)",£52.41
"Fruits Basket, Vol. 7 (Fruits Basket #7)",£19.57
"Death Note, Vol. 6: Give-and-Take (Death Note #6)",£36.39
"Fruits Basket, Vol. 6 (Fruits Basket #6)",£20.96
The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,£59.15
The Children,£11.88
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,£33.14
Raspberry Pi Electronics Projects for the Evil Genius,£49.67
No Love Allowed (Dodge Cove #1),£54.65
How to Speak Golf: An Illustrated Guide to Links Lingo,£58.32
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",£34.32
The Smitten Kitchen Cookbook,£23.59
Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,£13.66
Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,£24.91
The Power Greens Cookbook: 140 Delicious Superfood Recipes,£11.05
Better Homes and Gardens New Cook Book,£39.61
Ash,£22.06
A Storm of Swords (A Song of Ice and Fire #3),£31.22
Darkfever (Fever #1),£56.02
Eragon (The Inheritance Cycle #1),£43.87
One with You (Crossfire #5),£15.71
Heir to the Sky,£44.07
Midnight Riot (Peter Grant/ Rivers of London - books #1),£55.46
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,£28.25
Eleanor & Park,£56.51
The Barefoot Contessa Cookbook,£59.92
Troublemaker: Surviving Hollywood and Scientology,£48.39
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),£46.01
Walk the Edge (Thunder Road #2),£32.36
Harry Potter and the Prisoner of Azkaban (Harry Potter #3),£24.17
An Abundance of Katherines,£10.00
The Rose & the Dagger (The Wrath and the Dawn #2),£58.64
Soldier (Talon #3),£24.72
Harry Potter and the Chamber of Secrets (Harry Potter #2),£14.74
Harry Potter and the Half-Blood Prince (Harry Potter #6),£48.75
Harry Potter and the Order of the Phoenix (Harry Potter #5),£31.63
Paper and Fire (The Great Library #2),£49.45
"Unstuffed: Decluttering Your Home, Mind, and Soul",£58.09
Under the Banner of Heaven: A Story of Violent Faith,£30.00
God Is Not Great: How Religion Poisons Everything,£27.80
We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,£31.95
Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,£50.66
Isla and the Happily Ever After (Anna and the French Kiss #3),£48.13
"Exit, Pursued by a Bear",£51.34
Lola and the Boy Next Door (Anna and the French Kiss #2),£23.63
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,£28.23
Kill the Boy Band,£15.52
Adultery,£20.88
Tell Me Three Things,£41.81
The Darkest Corners,£11.33
Two Summers,£14.64
The Beast (Black Dagger Brotherhood #14),£46.08
The Demonists (Demonist #1),£52.11
Tell the Wind and Fire,£45.51
A Feast for Crows (A Song of Ice and Fire #4),£17.21
The Gunning of America: Business and the Making of American Gun Culture,£16.81
The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,£38.71
"Data, A Love Story: How I Gamed Online Dating to Meet My Match",£32.35
The False Prince (The Ascendance Trilogy #1),£56.00
My Mother Was Nuts,£31.63
The Raven Boys (The Raven Cycle #1),£57.74
Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,£25.15
"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",£47.31
Where She Went (If I Stay #2),£41.73
Tell the Wolves I'm Home,£50.96
Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,£48.67
Watchmen,£58.05
Nightstruck: A Novel,£50.35
A Gathering of Shadows (Shades of Magic #2),£44.81
Underlying Notes,£11.82
Without Shame,£48.27
Unlimited Intuition Now,£58.87
The New Brand You: Your New Image Makes the Sale for You,£44.05
Every Heart a Doorway (Every Heart A Doorway #1),£12.16
Future Shock (Future Shock #1),£55.65
The Raven King (The Raven Cycle #4),£30.57
My Life Next Door (My Life Next Door ),£36.39
Find Her (Detective D.D. Warren #8),£22.37
The Flowers Lied,£16.68
The Alien Club,£54.40
In Cold Blood,£49.98
"Girl, Interrupted",£42.14
Fun Home: A Family Tragicomic,£56.59
South of Sunshine,£28.93
Finding God in the Ruins: How God Redeems Pain,£46.64
For the Love: Fighting for Grace in a World of Impossible Standards,£45.13
Don't Forget Steven,£33.23
"A Murder Over a Girl: Justice, Gender, Junior High",£13.20
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,£59.45
Mere Christianity,£48.51
"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",£10.41
Modern Day Fables,£47.44
The God Delusion,£46.85
Pride and Prejudice,£19.27
The Golden Compass (His Dark Materials #1),£18.77
The Joy of Cooking,£43.27
Being Mortal: Medicine and What Matters in the End,£55.06
A Hero's Curse (The Unseen Chronicles #1),£50.49
23 Degrees South: A Tropical Tale of Changing Whether...,£35.79
Good in Bed (Cannie Shapiro #1),£37.05
The Bette Davis Club,£30.66
Bright Lines,£39.07
Kitchens of the Great Midwest,£57.20
The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),£43.62
The Martian (The Martian #1),£41.39
Between the World and Me,£56.91
The Silent Wife,£12.34
John Adams,£57.43
The Drowning Girls,£35.67
Team of Rivals: The Political Genius of Abraham Lincoln,£20.12
The Glass Castle,£16.24
When I'm Gone,£51.96
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",£57.06
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",£34.65
"Fruits Basket, Vol. 1 (Fruits Basket #1)",£40.28
"Giant Days, Vol. 1 (Giant Days #1-4)",£56.76
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",£45.24
Left Behind (Left Behind #1),£40.72
John Vassos: Industrial Design for Modern Life,£20.22
I'll Give You the Sun,£56.48
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",£29.87
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",£39.39
"Saga, Volume 1 (Saga (Collected Editions) #1)",£28.48
"Paper Girls, Vol. 1 (Paper Girls #1-5)",£21.71
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",£46.96
"Skip Beat!, Vol. 01 (Skip Beat! #1)",£42.12
The Complete Maus (Maus #1-2),£10.64
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,£52.86
"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",£54.12
"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",£36.52
Ender's Game (The Ender Quintet #1),£43.64
Death by Leisure: A Cautionary Tale,£37.51
The Art of Not Breathing,£40.83
"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",£18.51
Wildlife of New York: A Five-Borough Coloring Book,£22.14
The Haters,£27.89
New Moon (Twilight #2),£12.86
Annie on My Mind,£36.83
Girl Online On Tour (Girl Online #2),£53.47
Boy Meets Boy,£21.12
The Good Girl,£49.03
The Great Gatsby,£36.05
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,£33.17
Golden (Heart of Dread #3),£42.21
Steal Like an Artist: 10 Things Nobody Told You About Being Creative,£20.90
Legend (Legend #1),£43.69
Scarlet (The Lunar Chronicles #2),£14.57
Blink: The Power of Thinking Without Thinking,£21.74
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",£27.35
Brave Enough,£51.32
Disrupted: My Misadventure in the Start-Up Bubble,£15.28
Gratitude,£26.66
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,£34.72
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,£28.88
"The Land of 10,000 Madonnas",£29.64
The New Guy (and Other Senior Year Distractions),£44.92
Two Boys Kissing,£32.74
Life of Pi,£13.22
Myriad (Prentor #1),£58.75
Cinder (The Lunar Chronicles #1),£26.09
One Second (Seven #7),£52.94
Origins (Alphas 0.5),£28.99
Lady Renegades (Rebel Belle #3),£53.04
Into the Wild,£56.70
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,£42.38
Letter to a Christian Nation,£22.20
Let's Pretend This Never Happened: A Mostly True Memoir,£45.11
Shadow Rites (Jane Yellowrock #10),£21.72
Sister Sable (The Mad Queen #1),£13.33
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",£28.85
The Sound Of Love,£57.84
The Makings of a Fatherless Child,£31.58
The Mirror & the Maze (The Wrath and the Dawn #1.5),£29.38
The Perks of Being a Wallflower,£55.02
The Hobbit (Middle-Earth Universe),£17.80
The Silent Twin (Detective Jennifer Knight #3),£36.25
The Fellowship of the Ring (The Lord of the Rings #1),£10.27
Vampire Girl (Vampire Girl #1),£53.82
Night (The Night Trilogy #1),£13.51
Notes from a Small Island (Notes From a Small Island #1),£40.17
#GIRLBOSS,£50.96
Outliers: The Story of Success,£14.16
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",£41.67
Spilled Milk: Based on a True Story,£49.51
Fire Bound (Sea Haven/Sisters of the Heart #5),£21.28
Cosmos,£36.17
Rogue Lawyer (Rogue Lawyer #1),£50.11
Manuscript Found in Accra,£34.98
Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,£30.60
Musicophilia: Tales of Music and the Brain,£46.58
Stiff: The Curious Lives of Human Cadavers,£36.74
Sarah's Key,£46.29
Seven Days in the Art World,£52.33
"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",£53.51
The Name of God is Mercy,£37.25
Lord of the Flies,£24.89
The Communist Manifesto,£14.76
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",£57.83
The Iliad,£16.16
The Case for Christ (Cases for Christianity),£47.84
The Blind Side: Evolution of a Game,£53.71
The Catcher in the Rye,£24.55
The Complete Poems,£41.32
The Light of the Fireflies,£54.43
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,£53.68
"The End of Faith: Religion, Terror, and the Future of Reason",£22.13
The Fault in Our Stars,£47.22
The Odyssey,£29.64
The Sense of an Ending,£31.38
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),£47.80
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),£57.48
The Purpose Driven Life: What on Earth Am I Here for?,£37.19
The Republic,£33.78
The Tipping Point: How Little Things Can Make a Big Difference,£10.02
The Rest Is Noise: Listening to the Twentieth Century,£34.77
The Dream Thieves (The Raven Cycle #2),£34.50
A Clash of Kings (A Song of Ice and Fire #2),£10.79
The 5th Wave (The 5th Wave #1),£11.83
Shiver (The Wolves of Mercy Falls #1),£16.23
Remember Me?,£11.48
A Game of Thrones (A Song of Ice and Fire #1),£46.42
I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),£36.55
Harry Potter and the Deathly Hallows (Harry Potter #7),£23.32
If I Stay (If I Stay #1),£38.13
Drama,£38.70
"Blue Lily, Lily Blue (The Raven Cycle #3)",£34.13
Fool Me Once,£16.96
"Eat, Pray, Love",£51.32
The End of the Jesus Era (An Investigation #1),£14.40
The Tumor,£41.56
Alight (The Generations Trilogy #2),£58.59
Travels with Charley: In Search of America,£57.82
H is for Hawk,£57.42
Vogue Colors A to Z: A Fashion Coloring Book,£52.35
The Shining (The Shining #1),£27.88
Kindle Paperwhite User's Guide,£34.00
The Hunger Games (The Hunger Games #1),£29.85
"The Suffragettes (Little Black Classics, #96)",£11.89
Are We Smart Enough to Know How Smart Animals Are?,£56.58
A Walk in the Woods: Rediscovering America on the Appalachian Trail,£30.48
Black Flags: The Rise of ISIS,£40.87
Outlander (Outlander #1),£19.67
Harry Potter and the Sorcerer's Stone (Harry Potter #1),£13.90
Mockingjay (The Hunger Games #3),£20.44
Evicted: Poverty and Profit in the American City,£42.27
Confessions of a Shopaholic (Shopaholic #1),£48.94
"Where'd You Go, Bernadette",£18.13
Zero History (Blue Ant #3),£34.77
Wild: From Lost to Found on the Pacific Crest Trail,£46.02
World War Z: An Oral History of the Zombie War,£21.80
Twilight (Twilight #1),£41.93
The Paris Wife,£36.80
The Maze Runner (The Maze Runner #1),£20.93
The Lover's Dictionary,£58.09
The Goldfinch,£43.58
The Demon-Haunted World: Science as a Candle in the Dark,£52.25
The Girl Who Played with Fire (Millennium Trilogy #2),£22.14
The Giver (The Giver Quartet #1),£12.30
The Book Thief,£53.49
Shopaholic & Baby (Shopaholic #5),£46.45
The Autobiography of Malcolm X,£23.43
Quiet: The Power of Introverts in a World That Can't Stop Talking,£43.55
One for the Money (Stephanie Plum #1),£32.87
Packing for Mars: The Curious Science of Life in the Void,£56.68
Orange Is the New Black,£24.61
Morning Star (Red Rising #3),£29.40
Life After Life,£26.13
"Lean In: Women, Work, and the Will to Lead",£25.02
Is Everyone Hanging Out Without Me? (And Other Concerns),£20.11
Gone Girl,£37.60
Fellside,£38.62
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",£17.81
Dead Wake: The Last Crossing of the Lusitania,£39.24
Dark Places,£23.90
Eclipse (Twilight #3),£18.74
Dracula,£52.62
Breaking Dawn (Twilight #4),£35.28
Beautiful Creatures (Caster Chronicles #1),£21.55
A Visit from the Goon Squad,£14.08
The Zombie Room,£19.69
The Name of the Wind (The Kingkiller Chronicle #1),£50.59
Shatter Me (Shatter Me #1),£42.40
Taking Shots (Assassins #1),£18.88
Paradise Lost (Paradise #1),£24.96
On the Road (Duluoz Legend),£32.36
Jane Eyre,£38.43
Frankenstein,£38.00
